Step,u_k_x,u_k_y,u_k_theta,x,y,theta,relative_X,relative_Y,relative_Theta,Obs_dist,Obs_tetha,Covariance_X,Covariance_Y,Covariance_Theta,Covariance_dis,Covariance_angle
10388,0.9394,0.8953,0.1006,39.8108,-4.2323,0.3579,0.4964,1.2175,0.4964,0.9302,0.1348,0.5205,-0.3317,0.0523,0.7156,-0.0013
10389,1.6476,0.3401,0.0988,41.2916,-3.2545,0.4592,1.4808,0.9778,1.4808,3.4757,0.0204,-0.2191,0.0043,0.1677,0.1636,-0.1247
10390,1.8620,0.1058,0.1586,42.8729,-2.3879,0.5184,1.5813,0.8665,1.5813,1.5985,0.0683,-0.1851,0.0053,0.0844,-0.5575,-0.1955
10391,0.2522,0.5130,0.0362,42.8920,-1.7539,0.5003,0.0190,0.6340,0.0190,1.3632,-0.2719,-0.2184,0.0166,0.0496,-0.1377,-0.0611
10392,1.6268,0.2397,0.1890,44.1948,-0.6884,0.6281,1.3028,1.0655,1.3028,0.8531,-2.1814,0.0116,0.2494,-0.1476,-0.4670,0.0214
10393,0.9236,1.7895,0.1584,43.8185,1.3361,0.6899,-0.3763,2.0245,-0.3763,2.8680,-2.1112,0.5315,0.2897,0.0237,-0.2387,0.2144
10394,1.4529,0.5426,0.0477,44.5963,2.7715,0.8176,0.7778,1.4354,0.7778,4.2789,-2.4940,0.4238,-0.2281,-0.0137,-0.3116,-0.0013
10395,0.7186,0.2863,0.1502,44.8998,3.5800,0.9243,0.3035,0.8085,0.3035,1.4331,-2.7976,-0.0834,-0.3780,0.1607,-0.1874,0.0530
10396,1.8158,0.7370,0.1611,45.4105,5.4240,1.1533,0.5108,1.8441,0.5108,3.3219,-3.0431,-0.1742,-0.0511,-0.0525,0.5219,-0.1087
10397,1.0636,0.6422,0.1114,45.1815,6.6640,1.3561,-0.2290,1.2400,-0.2290,4.4969,-3.1980,0.1871,-0.5193,0.0728,0.0678,0.0171
10398,1.0840,0.3787,0.0988,45.0396,7.8908,1.4903,-0.1419,1.2268,-0.1419,3.8072,0.1335,-0.5422,-0.3445,-0.0486,-0.0232,-0.1011
10399,0.1863,0.1835,0.0071,44.8529,8.0097,1.4333,-0.1867,0.1190,-0.1867,3.6422,0.0806,-0.0928,0.5214,-0.1249,-0.0655,-0.1702
10400,1.9351,0.3511,0.1319,44.8466,9.9893,1.5741,-0.0063,1.9796,-0.0063,1.7421,-0.0415,-0.3102,0.2118,-0.0773,-0.1293,0.3635
10401,1.1602,0.1275,0.0339,44.6194,11.0549,1.5660,-0.2272,1.0656,-0.2272,0.6066,-0.4011,0.4957,0.5343,0.1101,0.2296,0.0219
10402,1.4875,1.6389,0.0491,42.9263,12.5639,1.6521,-1.6931,1.5089,-1.6931,2.1782,-2.0508,-0.1756,0.6443,-0.0523,0.0579,-0.2314
10403,1.4880,1.7052,0.0412,41.1468,13.9087,1.6879,-1.7794,1.3449,-1.7794,4.3016,-2.1838,-0.2637,-0.3704,0.0090,0.1716,-0.0854
10404,1.7833,0.4307,0.0158,40.5262,15.5711,1.7531,-0.6207,1.6624,-0.6207,3.1919,-2.0765,-0.0395,0.0398,-0.1073,-0.3452,-0.1828
10405,1.9884,1.2061,0.0629,39.0547,17.3278,1.9147,-1.4715,1.7567,-1.4715,3.2367,0.9317,-0.1498,-0.1920,0.1621,0.0521,0.0130
10406,0.3361,1.8624,0.1148,37.2806,17.0505,1.9506,-1.7740,-0.2773,-1.7740,1.6910,0.6448,-0.0976,-0.0621,0.1991,0.1933,0.0569
10407,0.5539,0.9194,0.0450,36.2470,17.3141,2.0498,-1.0337,0.2636,-1.0337,0.8105,0.0468,-0.1217,0.5067,-0.1913,-0.0337,-0.0114
10408,1.8207,0.6415,0.0898,34.8039,18.5418,2.2384,-1.4431,1.2276,-1.4431,4.8981,-0.9937,0.0525,0.2647,-0.0914,-0.2978,0.1235
10409,1.7183,1.8689,0.1080,32.2637,18.7662,2.3962,-2.5402,0.2244,-2.5402,4.6142,-4.3243,-0.0178,-0.6273,-0.1004,-0.0605,0.0610
10410,1.7104,0.3942,0.1120,30.6993,19.7109,2.4192,-1.5644,0.9448,-1.5644,4.7554,-5.3608,0.0449,0.1036,0.1928,0.1858,-0.0941
10411,1.8500,0.6007,0.1555,28.9496,20.4293,2.6687,-1.7498,0.7184,-1.7498,3.3479,-5.4538,-0.2213,0.4115,-0.1033,0.1234,-0.0711
10412,0.0576,0.5632,0.0745,28.6863,19.8619,2.7701,-0.2633,-0.5674,-0.2633,2.8541,-5.7059,0.1782,0.1134,0.1032,-0.9130,-0.1272
10413,0.6521,1.2655,0.1093,27.5844,18.8473,2.8686,-1.1019,-1.0146,-1.1019,1.6212,0.0484,0.0499,0.5335,-0.0352,0.0315,0.1480
10414,0.7999,0.0743,0.1915,26.8854,19.0341,3.1194,-0.6990,0.1868,-0.6990,0.9469,0.0094,-0.0423,-0.5814,-0.2338,0.4528,0.0334
10415,1.8247,0.5828,0.0770,25.1039,18.5250,-3.1001,-1.7816,-0.5092,-1.7816,0.9907,3.6782,0.0665,-0.2183,-0.0773,-0.2823,0.0064
10416,0.1841,0.3750,0.0997,24.9943,18.0452,-2.9057,-0.1096,-0.4798,-0.1096,1.3125,3.7680,0.5621,0.4252,-0.0511,-0.2590,-0.1113
10417,0.3746,0.7040,0.1488,24.7812,17.1990,-2.7757,-0.2131,-0.8462,-0.2131,2.2774,3.8261,0.0851,-0.0389,0.0127,-0.1818,0.0159
10418,1.2454,0.9698,0.1875,23.9326,15.7421,-2.5459,-0.8486,-1.4569,-0.8486,3.9483,3.6626,0.0377,-0.2843,-0.0177,-0.0919,0.1229
10419,0.5545,0.5765,0.1347,23.7403,15.0211,-2.4420,-0.1923,-0.7210,-0.1923,4.5406,3.5501,0.0987,0.0272,-0.0269,-0.2094,-0.0515
10420,0.1695,1.2798,0.1251,24.5153,13.9035,-2.2305,0.7750,-1.1175,0.7750,3.6633,3.1834,-0.1816,-0.1096,-0.0116,0.4958,0.1749
10421,1.6266,0.5196,0.0996,23.8761,12.2910,-2.1753,-0.6392,-1.6126,-0.6392,4.0639,2.0382,0.4146,-0.1282,-0.1190,0.2568,-0.1149
10422,0.8445,1.4276,0.1453,24.5303,10.8520,-1.9931,0.6541,-1.4389,0.6541,3.4162,2.2142,-0.6212,-0.1850,0.0099,-0.2498,-0.0109
10423,1.6318,1.0357,0.0663,24.7321,9.0106,-1.8991,0.2018,-1.8415,0.2018,4.1459,-0.0176,-0.2503,-0.0293,-0.0712,0.0398,0.0250
10424,0.8195,0.8992,0.1028,25.3641,7.8419,-1.7173,0.6320,-1.1686,0.6320,3.3706,-0.5262,0.0940,-0.4585,0.0228,-0.1332,0.0035
10425,1.6833,1.1334,0.0347,26.2584,6.0488,-1.6782,0.8942,-1.7931,0.8942,3.0648,-1.1229,0.3618,0.2741,0.0994,-0.0719,0.0776
10426,1.6900,1.7519,0.0251,27.8288,4.0939,-1.5904,1.5704,-1.9549,1.5704,4.6791,-0.0285,0.3984,0.2041,-0.1387,0.2880,0.1144
10427,0.8367,1.3802,0.0748,29.2050,3.2738,-1.4931,1.3762,-0.8201,1.3762,4.2339,-0.5830,0.0074,-0.6300,0.1444,-0.1296,0.0039
10428,1.4684,1.5634,0.0122,30.9080,2.0332,-1.5241,1.7030,-1.2406,1.7030,4.4448,-0.8986,-0.2465,0.2142,0.1065,-0.1382,-0.0494
10429,1.4398,1.4413,0.1683,32.4631,0.7475,-1.3610,1.5551,-1.2857,1.5551,2.7236,-1.5733,-0.0944,0.0350,0.0107,-0.5511,0.0656
10430,0.8919,1.2015,0.1014,33.8306,0.0439,-1.1799,1.3675,-0.7036,1.3675,4.2234,4.3182,0.0225,-0.0291,-0.0250,-0.1067,-0.1069
10431,0.9658,1.1529,0.0626,35.2156,-0.5309,-1.1028,1.3850,-0.5749,1.3850,0.6431,3.6923,-0.4185,0.7800,0.0185,-0.6225,-0.1257
10432,1.1459,1.9111,0.1528,37.5230,-0.7108,-0.9808,2.3074,-0.1798,2.3074,2.8843,3.8778,0.1077,-0.1534,-0.0457,-0.2029,-0.2419
10433,0.6822,0.9195,0.1496,38.5811,-0.7637,-0.7624,1.0582,-0.0529,1.0582,3.8430,3.8036,-0.4618,-0.0985,0.0364,0.8001,-0.0011
10434,0.8421,1.9412,0.1883,40.5099,0.0784,-0.5750,1.9287,0.8421,1.9287,4.1240,0.0788,0.1817,-0.1154,-0.0675,-0.1026,-0.1487
10435,0.3406,0.4810,0.1374,41.0764,0.2284,-0.3415,0.5665,0.1500,0.5665,3.6168,-0.0966,0.2020,-0.2623,0.0959,0.3166,0.1947
10436,1.2217,0.8296,0.1112,42.5297,0.6882,-0.1859,1.4533,0.4598,1.4533,2.7789,-0.6676,-0.0632,-0.4797,0.0016,-0.5181,0.0800
10437,0.8915,0.5532,0.1906,43.5574,1.0333,0.0667,1.0277,0.3450,1.0277,2.7035,-1.3625,-0.4727,0.0732,0.1079,-0.2169,-0.0820
10438,1.5203,1.8334,0.1281,45.0336,2.9316,0.2336,1.4761,1.8984,1.4761,4.5568,-1.9214,-0.0309,0.2473,0.1924,0.3078,0.0216
10439,1.0104,1.6532,0.0546,45.5800,4.7841,0.2215,0.5464,1.8525,0.5464,2.7026,-2.2452,-0.0821,0.0624,0.1502,0.3015,0.0663
10440,0.7617,0.6327,0.1201,46.1729,5.6063,0.2866,0.5929,0.8222,0.5929,3.7875,-2.3841,0.0791,0.6554,-0.0384,-0.0783,-0.1560
10441,1.5827,1.0009,0.0280,47.3309,7.0580,0.4043,1.1580,1.4517,1.1580,4.6327,-0.2383,-0.5744,-0.0653,0.0764,0.6486,0.0452
10442,0.0505,1.2639,0.0205,46.9104,8.2041,0.3544,-0.4204,1.1461,-0.4204,4.1080,1.7895,-0.3564,0.4901,0.2177,-0.3768,0.0121
10443,1.5141,1.0440,0.0932,48.0087,9.7404,0.4233,1.0982,1.5363,1.0982,3.6498,2.2191,-0.6806,0.1751,0.0259,-0.0028,-0.1452
10444,0.8105,0.8540,0.0525,48.4524,10.8253,0.5631,0.4437,1.0849,0.4437,3.7550,2.4419,0.4861,-0.3987,0.0976,-0.2519,0.2239
10445,0.1551,1.1707,0.1134,48.0185,11.8575,0.5912,-0.4339,1.0321,-0.4339,3.0951,-3.6870,-0.4254,0.0581,0.1444,-0.5915,0.0207
10446,0.4058,0.3355,0.1437,48.2018,12.4647,0.7965,0.1834,0.6072,0.1834,3.3945,-3.6786,-0.5267,0.4091,-0.1172,-0.3254,-0.3381
10447,0.0040,0.3642,0.1683,47.8657,12.6715,0.8948,-0.3361,0.2068,-0.3361,3.1432,-3.8021,0.1687,0.2545,-0.1042,-0.1516,0.1200
10448,0.8656,1.2618,0.1060,47.4679,14.1234,1.0553,-0.3978,1.4519,-0.3978,3.5559,-3.5005,-0.0394,0.4312,0.0798,-0.2487,-0.0415
10449,1.8068,1.4417,0.0467,47.2244,16.4221,1.0097,-0.2435,2.2987,-0.2435,2.1228,-1.7295,-0.1083,0.2210,-0.2029,-0.2702,-0.0276
10450,0.0114,1.1114,0.1087,46.3045,17.0008,1.1941,-0.9198,0.5787,-0.9198,3.1926,-1.9954,-0.3526,-0.7289,-0.0255,0.0018,0.0892
10451,1.8158,1.7249,0.0030,45.3798,19.3376,1.2686,-0.9247,2.3368,-0.9247,4.0448,-2.3693,-0.0239,-0.4775,-0.0511,0.2350,-0.0083
10452,0.7534,0.0359,0.1977,45.5231,20.0451,1.3821,0.1432,0.7075,0.1432,4.6049,-2.6378,-0.0505,-0.3522,0.0707,0.3255,-0.0301
10453,0.8497,0.5546,0.1859,45.2052,20.8879,1.5763,-0.3179,0.8428,-0.3179,4.3745,0.6278,-0.0577,-0.0507,0.0980,0.1075,0.1180
10454,0.5833,0.8223,0.0104,44.4780,21.4409,1.5605,-0.7272,0.5530,-0.7272,3.5296,0.6250,-0.1341,0.2201,-0.0440,0.2180,0.1356
10455,0.4924,1.6709,0.0251,42.7317,22.0071,1.6616,-1.7463,0.5662,-1.7463,2.4399,-0.0528,0.0435,-0.0532,0.1515,-0.1080,0.0397
10456,0.5145,0.7192,0.1512,42.0287,22.4147,1.8749,-0.7030,0.4077,-0.7030,2.0986,-0.6813,-0.6938,-0.1017,0.0177,0.3974,-0.0764
10457,0.9799,1.4543,0.0319,40.3676,23.0241,1.8707,-1.6611,0.6094,-1.6611,4.5466,1.1189,-0.6620,-0.0673,0.0226,0.1618,-0.1544
10458,1.8737,0.9565,0.0979,38.8510,24.5088,1.8813,-1.5166,1.4847,-1.5166,3.1985,-4.5695,0.1515,0.3314,0.0847,-0.2575,0.0917
10459,1.4164,1.1597,0.0559,37.3287,25.6102,1.9614,-1.5223,1.1014,-1.5223,2.6971,-4.1375,-0.0972,0.3383,0.0765,-0.6801,0.0827
10460,0.1654,0.1193,0.0759,37.2361,25.7385,1.9832,-0.0925,0.1283,-0.0925,2.6359,-4.0863,-0.3610,0.0011,-0.1276,0.0901,-0.0584
10461,0.3678,1.9813,0.1174,35.2582,25.2955,2.0250,-1.9780,-0.4430,-1.9780,2.0904,-3.2951,-0.0496,0.3310,0.0055,-0.0546,0.0742
10462,0.0552,1.7829,0.0878,33.5920,24.5278,2.0960,-1.6662,-0.7677,-1.6662,2.5845,-2.5501,-0.0073,0.3571,-0.0385,-0.4863,-0.0438
10463,1.3291,0.9328,0.1693,32.1347,25.2545,2.3087,-1.4573,0.7267,-1.4573,4.3065,-2.8023,0.1047,0.3087,0.1202,-0.0761,0.1167
10464,0.7389,0.7738,0.1133,31.1402,25.2502,2.5159,-0.9945,-0.0043,-0.9945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10465,0.4767,0.4749,0.1967,30.4954,25.1593,2.6995,-0.6448,-0.0909,-0.6448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10466,1.5538,0.7963,0.1695,28.7700,25.1139,2.8867,-1.7254,-0.0454,-1.7254,4.6428,-0.2618,0.2328,-0.0078,-0.0987,0.1546,0.0088
10467,1.9877,0.8201,0.1122,26.6861,24.8270,2.9827,-2.0839,-0.2869,-2.0839,3.0284,-5.9847,-0.3140,0.0075,0.0792,-0.0567,-0.0127
10468,1.4838,0.7928,0.1414,25.0414,24.2072,3.1155,-1.6447,-0.6197,-1.6447,1.4429,0.0065,0.2961,-0.3335,-0.1186,0.2724,-0.0083
10469,1.8700,1.1737,0.1949,23.2207,23.1445,-2.9654,-1.8207,-1.0628,-1.8207,4.9705,1.9395,-0.1492,0.2462,0.1029,-0.0378,-0.1295
10470,1.0008,0.6884,0.0181,22.3094,22.2403,-2.9591,-0.9113,-0.9042,-0.9113,4.8442,2.2243,-0.1603,-0.7246,-0.0863,-0.0933,0.0337
10471,1.6836,0.9827,0.1151,20.8366,21.0559,-2.7542,-1.4728,-1.1844,-1.4728,4.3830,3.5426,0.5245,0.5733,-0.0528,0.1428,-0.0134
10472,1.8394,0.3176,0.1519,19.2227,20.0180,-2.6354,-1.6139,-1.0379,-1.6139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10473,1.4031,1.1469,0.1807,18.5519,18.3874,-2.5318,-0.6708,-1.6307,-0.6708,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10474,0.1880,1.0210,0.0692,19.0624,17.4604,-2.4835,0.5105,-0.9269,0.5105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10475,0.0117,1.9048,0.1486,20.1451,15.9059,-2.4220,1.0826,-1.5545,1.0826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10476,0.7288,0.1787,0.0645,19.8098,15.3256,-2.3560,-0.3353,-0.5803,-0.3353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10477,0.5257,0.5547,0.1384,19.7227,14.5442,-2.2859,-0.0871,-0.7814,-0.0871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10478,1.3978,0.5636,0.1314,19.1666,13.1331,-2.1618,-0.5560,-1.4111,-0.5560,4.9819,0.3461,-0.2211,-0.0833,-0.0942,-0.2581,0.1157
10479,0.2673,1.7617,0.1089,20.3709,11.9098,-2.0726,1.2043,-1.2234,1.2043,4.3676,-0.1125,0.0387,0.3920,-0.0211,-0.1097,0.1171
10480,0.0489,0.9974,0.1725,21.1861,11.4172,-1.9790,0.8153,-0.4926,0.8153,4.7344,-0.3983,-0.2958,-0.1120,0.0250,-0.0668,-0.1292
10481,0.3478,0.3278,0.0297,21.2826,11.0476,-1.9771,0.0964,-0.3696,0.0964,4.5102,-0.6357,0.2710,-0.1394,-0.0039,0.0555,-0.0125
10482,0.7458,1.8798,0.0284,22.7263,9.6043,-1.8692,1.4437,-1.4433,1.4437,4.4521,0.4502,-0.3464,0.5630,-0.0006,0.7211,-0.0330
10483,1.0699,1.6413,0.1593,24.0654,8.1512,-1.6874,1.3391,-1.4531,1.3391,3.1987,-0.1046,0.4010,0.2198,0.1171,-0.0048,0.0731
10484,1.2708,0.8694,0.0817,24.8328,6.7261,-1.6730,0.7674,-1.4251,0.7674,2.2361,-0.7196,-0.4419,0.4488,-0.1165,0.3213,-0.1116
10485,1.2374,0.6072,0.0987,25.2683,5.4457,-1.6535,0.4355,-1.2804,0.4355,2.0965,-1.2313,0.2637,-0.3407,0.0552,-0.3001,0.1813
10486,0.9104,0.0995,0.0191,25.1968,4.5390,-1.6553,-0.0715,-0.9068,-0.0715,2.0553,4.5753,-0.0313,0.1905,-0.0724,-0.4949,-0.0015
10487,1.4850,0.6011,0.0683,25.6491,2.9781,-1.5886,0.4523,-1.5609,0.4523,3.9497,0.4095,0.1462,-0.1018,0.0238,0.1600,-0.1812
10488,1.3914,0.1583,0.0867,25.7357,1.6803,-1.5849,0.0866,-1.2978,0.0866,2.6671,0.7475,-0.5915,-0.2174,-0.1952,0.3565,0.0278
10489,1.8348,1.8409,0.0398,27.5977,-0.1402,-1.5551,1.8620,-1.8204,1.8620,0.5369,-0.5551,-0.0981,-0.1564,-0.0040,-0.0161,0.0569
10490,1.3443,0.9435,0.0924,28.6370,-1.4006,-1.3634,1.0393,-1.2605,1.0393,1.6093,3.8386,0.0354,0.1586,-0.0023,-0.1985,-0.0707
10491,1.0131,0.6919,0.1884,29.6030,-2.2049,-1.0932,0.9660,-0.8043,0.9660,2.7475,3.5299,0.1997,-0.1242,0.0188,0.3443,-0.1816
10492,1.6937,0.6829,0.1978,30.9565,-3.4780,-0.8676,1.3534,-1.2732,1.3534,4.6071,3.4074,0.0331,0.5913,0.0187,0.3263,-0.0127
10493,0.2822,1.7324,0.0890,32.5190,-2.5828,-0.6948,1.5625,0.8953,1.5625,3.0736,-0.7525,0.0130,-0.3179,-0.0227,-0.0106,-0.1834
10494,1.7509,0.6514,0.0633,34.3708,-3.1753,-0.5516,1.8518,-0.5925,1.8518,2.7232,-1.5572,0.4527,-0.0812,0.0958,0.3164,0.1169
10495,1.5515,1.9261,0.0968,36.7254,-2.2608,-0.4046,2.3546,0.9145,2.3546,5.0094,-1.9595,-0.2467,0.2108,-0.1980,0.3343,0.0997
10496,1.4546,1.7305,0.1689,38.7960,-1.1842,-0.2295,2.0705,1.0766,2.0705,4.1882,3.0772,-0.7109,0.0649,-0.1132,0.0538,-0.1174
10497,1.4087,0.3391,0.0280,40.3425,-1.1679,-0.2133,1.5466,0.0163,1.5466,3.7965,0.1961,0.1008,0.0107,0.0029,0.2318,0.0337
10498,1.3827,1.6653,0.0810,42.0801,0.1250,-0.0689,1.7376,1.2929,1.7376,2.7055,-0.5027,-0.0726,-0.0711,0.0012,0.4787,-0.0177
10499,0.5298,0.6183,0.0208,42.6290,0.7717,-0.0458,0.5489,0.6466,0.5489,2.8652,-0.9445,0.0095,-0.0682,-0.0252,0.8547,-0.0825
10500,0.9536,0.4752,0.0493,-0.8694,0.5357,2.1782,-0.8694,0.5357,-0.8694,4.1144,-1.1546,0.5757,0.2620,-0.0004,0.0851,-0.0696
10501,1.2016,1.2047,0.0628,-2.5985,0.7567,2.1730,-1.7291,0.2210,-1.7291,4.1960,-3.2783,-0.2430,-0.0503,0.0392,-0.0810,-0.0313
10502,1.9545,0.3826,0.0780,-4.0130,2.1289,2.3501,-1.4145,1.3722,-1.4145,3.5241,-0.5260,0.6296,0.1767,-0.1422,-0.3304,0.2255
10503,1.3853,1.1554,0.0175,-5.7447,2.2582,2.3746,-1.7317,0.1293,-1.7317,3.3134,-1.0119,0.2425,0.0703,-0.0221,0.2701,-0.1069
10504,1.9188,1.2521,0.1761,-7.9369,2.7276,2.5756,-2.1922,0.4694,-2.1922,4.0290,-1.8820,0.2175,0.4150,0.0895,-0.3879,-0.1255
10505,1.3635,0.5997,0.1271,-9.3930,2.9441,2.7011,-1.4561,0.2165,-1.4561,4.9302,-0.5644,0.2632,0.1762,-0.0832,0.1763,-0.0995
10506,1.3053,1.5241,0.1363,-11.1994,2.0441,2.7507,-1.8064,-0.9000,-1.8064,4.1136,-0.4058,0.2374,-0.0258,-0.0735,-0.5580,0.1723
10507,0.9572,1.2261,0.1021,-12.6331,1.2062,2.9004,-1.4337,-0.8378,-1.4337,4.2574,-1.0193,0.2477,-0.0100,0.0166,-0.3237,-0.0072
10508,0.2593,1.5844,0.1042,-13.1464,-0.2062,3.0966,-0.5132,-1.4124,-0.5132,3.0015,-5.5953,-0.1197,-0.4733,0.1434,-0.0726,-0.0398
10509,0.0972,1.2919,0.1759,-13.3332,-1.4563,-3.0756,-0.1868,-1.2501,-0.1868,2.2444,0.0593,-0.3143,0.0192,-0.0508,0.0301,-0.2137
10510,0.9108,0.7643,0.1819,-14.2820,-2.3462,-2.8515,-0.9488,-0.8899,-0.9488,1.2609,5.5589,0.2454,0.4721,-0.0236,-0.1099,0.0198
10511,1.8574,1.2753,0.1436,-15.6839,-4.0278,-2.7359,-1.4019,-1.6816,-1.4019,2.2717,4.1783,-0.3696,-0.2936,-0.0148,-0.0195,-0.1353
10512,1.8571,1.3362,0.1725,-16.8916,-6.0182,-2.6093,-1.2077,-1.9904,-1.2077,4.3604,3.8673,-0.3794,-0.0240,0.1120,-0.1154,0.0067
10513,0.7830,1.2273,0.1319,-16.9329,-7.5248,-2.5067,-0.0413,-1.5066,-0.0413,4.5316,-0.2505,0.0870,-0.1198,0.0343,-0.2384,0.1628
10514,1.7457,0.6636,0.0710,-17.9371,-9.1606,-2.4331,-1.0042,-1.6358,-1.0042,3.6715,0.3244,-0.1885,-0.0020,0.1798,0.4293,0.0195
10515,1.8001,0.2203,0.0259,-19.1046,-10.4730,-2.4308,-1.1675,-1.3124,-1.1675,2.0333,0.4135,-0.2877,-0.5265,-0.1209,-0.3466,0.0031
10516,1.3109,1.0238,0.1190,-19.5492,-12.0942,-2.2201,-0.4446,-1.6212,-0.4446,0.3498,-0.7226,0.1223,-0.2747,0.1260,-0.0118,0.0651
10517,1.4855,0.4951,0.1823,-20.1159,-13.5809,-2.0446,-0.5667,-1.4867,-0.5667,1.3466,3.4632,-0.0769,-0.1485,-0.0065,0.0306,-0.0773
10518,1.2766,1.6726,0.1929,-19.1095,-15.4466,-1.9303,1.0064,-1.8657,1.0064,3.0919,0.5650,-0.1633,-0.0062,0.0774,-0.1418,0.0011
10519,0.0144,1.3321,0.1758,-17.7608,-15.9264,-1.8411,1.3487,-0.4799,1.3487,2.5116,0.0793,-0.2702,-0.0514,0.0340,-0.3826,0.0152
10520,0.1885,1.6100,0.1803,-16.3089,-16.4369,-1.5887,1.4519,-0.5104,1.4519,2.8402,-0.8098,0.4063,0.0083,-0.0638,0.0745,0.0214
10521,0.5797,1.9628,0.1176,-14.4541,-17.0246,-1.5601,1.8548,-0.5877,1.8548,4.1411,-1.1805,0.0043,-0.6789,-0.1473,0.1756,-0.0288
10522,0.2865,0.7812,0.1937,-13.6596,-17.2433,-1.3203,0.7944,-0.2186,0.7944,4.8927,-1.6704,0.3378,-0.7124,0.0267,-0.3318,0.2183
10523,1.0930,1.4544,0.1159,-12.0698,-17.8830,-1.2273,1.5899,-0.6397,1.5899,4.4310,2.1724,-0.0825,0.1755,0.0026,-0.2924,0.1139
10524,1.1692,0.1497,0.1232,-11.4945,-18.9423,-1.1235,0.5753,-1.0593,0.5753,4.9090,3.4573,-0.1914,-0.4919,0.1642,-0.5411,-0.0188
10525,0.0484,1.1441,0.1591,-10.3125,-18.5330,-1.0003,1.1820,0.4093,1.1820,4.6215,2.3541,0.3642,0.2310,-0.0645,0.0336,0.2160
10526,0.1246,0.8455,0.0678,-9.5686,-18.1289,-0.8432,0.7439,0.4041,0.7439,4.0237,2.4521,0.2128,0.1214,-0.1665,-0.1203,-0.0047
10527,1.7732,1.6420,0.0131,-7.2867,-18.3477,-0.9072,2.2820,-0.2188,2.2820,5.0312,2.9172,0.6303,0.3219,-0.0895,0.0335,-0.1179
10528,0.3459,1.5822,0.1635,-5.9515,-17.6283,-0.8231,1.3351,0.7194,1.3351,3.1372,2.8647,-0.3060,0.1785,-0.0341,0.1491,0.0135
10529,0.1233,1.7418,0.0800,-4.6238,-16.5790,-0.7508,1.3278,1.0493,1.3278,3.2875,3.3351,-0.2547,0.0714,-0.0862,-0.0115,-0.0817
10530,1.7715,0.3308,0.0007,-3.1346,-17.5639,-0.6949,1.4892,-0.9849,1.4892,3.6531,-0.3222,0.1205,0.0920,0.1436,0.5184,0.0146
10531,0.8027,1.6520,0.0509,-1.4857,-16.7332,-0.6161,1.6489,0.8307,1.6489,3.7649,-0.8894,-0.0778,0.1340,0.1422,-0.1796,0.0775
10532,1.8363,0.2237,0.1799,0.1156,-17.6250,-0.4990,1.6013,-0.8917,1.6013,3.1295,-1.4436,-0.5065,0.2683,-0.0536,0.0006,-0.1443
10533,1.0656,1.6528,0.1043,1.9640,-16.6471,-0.4067,1.8484,0.9779,1.8484,4.9154,-1.8643,0.5316,-0.2936,0.0408,-0.4313,0.1666
10534,0.6456,1.7268,0.1249,3.1686,-15.2675,-0.2254,1.2046,1.3795,1.2046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10535,1.3779,1.2740,0.0926,4.8976,-14.2833,-0.1948,1.7290,0.9842,1.7290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10536,0.0192,0.9872,0.1084,5.0502,-13.4016,-0.1439,0.1526,0.8817,0.1526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10537,1.5050,0.4862,0.1655,6.6959,-13.0829,-0.0571,1.6457,0.3187,1.6457,4.3426,0.3410,0.1859,0.1286,-0.0168,0.7248,0.1226
10538,0.8385,1.9795,0.1095,7.5973,-11.1176,0.0099,0.9014,1.9653,0.9014,3.7845,1.9499,-0.0365,0.1534,0.0551,-0.0798,-0.1066
10539,0.9662,0.1945,0.1769,8.5369,-11.0081,0.1871,0.9396,0.1095,0.9396,4.0975,2.0820,0.0315,-0.7398,0.0947,-0.1907,0.2185
10540,1.3555,0.9703,0.0398,9.7625,-9.7858,0.2188,1.2256,1.2223,1.2256,4.1732,2.2837,-0.0907,0.3533,0.1723,-0.0736,-0.0028
10541,1.8724,1.2654,0.1352,11.4124,-8.2190,0.4094,1.6499,1.5669,1.6499,4.3927,-1.1512,-0.1062,0.1981,0.1752,-0.1998,-0.0313
10542,1.0616,1.7520,0.1618,11.6911,-6.2642,0.5548,0.2787,1.9547,0.2787,4.0219,-1.6921,-0.3622,-0.1128,-0.0649,-0.5046,0.0632
10543,0.2059,0.1620,0.1744,11.8772,-6.0056,0.7155,0.1861,0.2586,0.1861,4.1938,-1.9202,0.1885,0.5018,0.1550,-0.4653,-0.1414
10544,0.3163,1.1905,0.0824,11.3924,-4.8930,0.7930,-0.4848,1.1125,-0.4848,4.0036,1.8539,-0.4570,0.1029,-0.1199,-0.0721,-0.2058
