Step,u_k_x,u_k_y,u_k_theta,relative_X,relative_Y,relative_Theta,Obs_dist,Obs_tetha,Covariance_X,Covariance_Y,Covariance_Theta,Covariance_dis,Covariance_angle
4900,-0.5691,0.7640,0.0791,0.0905,-0.8337,0.0575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4901,0.4546,0.1117,-0.0999,-0.1479,-0.3122,-0.0462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4902,0.1717,-0.3858,0.0598,-0.3435,0.5873,0.1630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4903,-0.7892,-0.8587,0.0830,0.7472,0.0337,0.1690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4904,-0.7104,-0.5044,0.0260,0.8270,0.5441,0.0080,5.1786,2.6205,-0.1953,0.1514,-0.0171,0.2331,-0.0812
4905,-0.5357,-0.3286,0.0450,1.0955,-0.2670,0.0999,3.8298,2.3314,0.4164,-0.0635,0.0246,0.2616,-0.1200
4906,-0.2606,-0.8484,-0.0615,0.4828,1.1924,-0.1969,3.7973,-3.8959,-0.4532,-0.4119,0.0963,0.1720,0.0694
4907,0.2186,-0.6405,0.0320,0.1145,0.8283,-0.1184,4.8749,-3.8423,-0.2211,0.4078,0.0805,-0.5931,0.1333
4908,-0.7562,0.9962,-0.0637,0.3859,-1.6509,-0.0307,2.5779,-3.8095,0.2329,0.4619,0.0809,0.0337,0.1540
4909,-0.4973,0.1131,-0.0446,0.1512,-0.3184,-0.1804,3.1058,-3.2052,-0.0876,-0.2848,0.1425,0.4216,-0.0573
4910,0.7047,-0.6615,0.0166,-0.4213,0.9409,0.1484,3.6845,-3.8462,-0.3837,0.1946,-0.0629,-0.1051,-0.0093
4911,0.6282,-0.4387,-0.0407,-0.2646,0.4513,-0.0425,4.4352,-3.8479,0.2889,-0.9143,-0.0176,-0.0310,0.0066
4912,0.7399,0.7141,-0.0579,-0.9978,-0.6836,-0.1683,4.0929,-3.4076,-0.6225,0.5321,0.0380,-0.1236,0.0867
4913,0.4889,0.5771,-0.0639,-0.1375,-0.5528,-0.0395,4.1007,-3.3342,0.3203,-0.0412,0.0795,-0.2689,0.1425
4914,0.1409,0.8455,-0.0898,-0.8253,-0.5415,-0.1170,5.0446,-2.8695,-0.2125,0.4731,0.0490,-0.0242,-0.1752
4915,-0.7781,-0.6474,0.0236,1.4036,0.1803,0.0187,3.8087,-3.0564,-0.2189,-0.0938,-0.0478,-0.3736,0.0400
4916,-0.5188,-0.4054,0.0343,0.4515,0.2652,-0.0434,3.9590,-3.1182,-0.2053,0.1783,0.0824,-0.3010,-0.0278
4917,0.5963,-0.5019,-0.0430,-0.3075,0.7471,0.0025,4.3389,-3.1294,0.0081,-0.2319,0.0304,0.1623,0.0961
4918,0.6540,0.9257,-0.0827,-0.7552,0.0370,-0.2716,4.7169,-2.7437,-0.3995,0.0561,-0.1681,0.0297,-0.0905
4919,0.0255,0.4131,0.0508,-0.4066,-0.3741,0.1599,5.0761,-3.0076,-0.2399,0.1782,0.0964,0.3333,0.0150
4920,-0.7462,-0.2431,-0.0830,0.3788,-0.7911,-0.1470,3.8999,-2.5431,-0.0809,0.3687,-0.0271,-0.2279,-0.1113
4921,0.7495,-0.2825,0.0798,-0.7903,0.2384,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4922,-0.2625,0.2728,-0.0292,-0.3699,-0.2460,-0.0589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4923,-0.6440,0.6182,-0.0659,-0.4787,-0.6925,-0.1720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4924,-0.7174,-0.0269,-0.0973,0.3568,-0.3833,0.0286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4925,-0.3543,-0.5571,0.0092,0.7595,-0.0371,-0.0442,4.6983,-1.9696,0.5115,-0.4387,0.0850,-0.0170,-0.1041
4926,0.0457,-0.1518,-0.0868,0.1564,0.1738,-0.1305,4.8791,-2.0071,0.2734,-0.5807,-0.1372,0.0629,0.0669
4927,-0.6427,-0.9573,0.0850,1.5367,-0.6168,0.2403,2.0136,-2.1790,0.4238,-0.1117,-0.2141,0.1747,-0.1028
4928,0.0883,-0.0405,0.0530,-0.3825,0.0089,0.1874,3.2410,-2.4140,-0.2134,0.6059,-0.0027,0.1152,0.0835
4929,0.2433,0.6067,0.0047,-0.1027,-0.2031,0.0873,2.8518,-2.2692,0.1007,-0.1105,0.0314,0.0252,0.2263
4930,-0.6822,-0.6032,-0.0556,0.6697,0.0382,-0.0308,2.4230,-2.5235,-0.1889,0.0167,0.0513,0.0464,0.1651
4931,-0.8694,-0.5600,-0.0092,0.8637,-0.0955,0.0061,1.5873,-2.2744,0.1885,0.3555,-0.0967,0.4424,0.0925
4932,-0.3094,-0.4184,-0.0996,0.8332,-0.0481,-0.0968,0.5800,-2.0795,0.3506,-0.3234,0.0801,0.0509,-0.0512
4933,-0.3803,0.1643,0.0986,-0.0653,-0.3976,0.0492,1.1327,-1.5880,0.2098,0.2698,0.0797,0.1512,-0.0286
4934,-0.4260,-0.3514,-0.0860,0.8860,-0.1567,0.0640,0.6768,-0.8610,0.1934,-0.2728,0.1162,-0.0315,0.2539
4935,0.9603,-0.6078,0.0748,0.2594,0.4853,0.0244,0.5171,-0.1674,0.2395,0.1671,-0.0287,-0.0223,-0.0210
4936,0.9524,-0.5283,-0.0897,0.1621,1.4038,-0.1411,1.3360,-4.2752,-0.2925,-0.0393,-0.0475,-0.1999,-0.0736
4937,-0.8803,-0.9175,-0.0328,1.4387,-0.0263,0.0550,2.7662,-4.9483,0.4624,-0.4165,-0.3536,0.3602,0.0394
4938,-0.6607,-0.3206,0.0383,0.8091,-0.2848,-0.0277,4.4272,-1.9222,0.1295,-0.2074,0.1439,-0.1621,-0.1325
4939,0.2360,0.9083,0.0566,-0.9515,-0.0953,0.1093,2.1737,-5.1508,-0.0225,0.0897,0.0701,0.1428,0.0121
4940,-0.5689,0.6676,-0.0509,-0.1932,-0.8016,-0.0622,1.7790,0.7838,0.4275,-0.0842,-0.0442,0.1401,-0.0004
4941,-0.5733,0.3614,-0.0285,-0.2070,-0.4131,-0.0307,0.9675,0.4663,-0.2991,0.0085,-0.0748,0.4214,0.2009
4942,-0.1658,-0.6649,0.0919,0.7941,0.5173,0.1159,4.8189,-3.1340,-0.2943,-0.9856,-0.0980,0.6908,0.0303
4943,-0.7872,-0.0624,-0.0931,0.8773,-0.4838,-0.0925,4.3363,-3.4852,-0.1827,0.1876,-0.1378,0.3838,-0.0636
4944,-0.6040,0.0801,-0.0228,0.0814,-0.0135,-0.0384,4.1092,-3.4828,0.3796,0.6553,-0.0013,-0.8412,-0.0937
4945,0.7299,-0.6025,0.0257,-0.2108,0.7454,-0.1268,4.8092,-3.3194,-0.4082,0.1031,0.0643,-0.4531,-0.0737
4946,0.1457,0.5694,0.0201,-0.8207,-1.0708,0.0402,4.2958,-3.0803,-0.0749,-0.9561,-0.1860,0.2433,-0.0388
4947,0.5350,-0.7524,0.0209,0.4226,1.0807,-0.0062,4.6701,-2.9605,-0.4333,0.2888,-0.1798,0.3368,-0.0174
4948,0.0315,-0.8983,0.0920,1.4579,0.2246,0.0855,4.6226,-3.5621,0.2568,-0.5170,-0.0524,0.1581,-0.0496
4949,-0.9894,0.0041,-0.0848,0.1846,-0.9378,-0.1323,3.4713,-3.4705,-0.3311,-0.1034,-0.0198,0.0959,-0.2790
4950,0.0625,0.3367,0.0877,-0.1531,0.4392,0.0481,4.0517,-3.6527,-0.1159,-0.1217,-0.0107,0.1842,0.1103
4951,-0.2477,0.4421,-0.0453,-0.3691,-0.7317,0.0784,3.8900,-3.5666,0.0505,-0.2054,-0.0077,-0.0889,0.0274
4952,0.1562,-0.1172,0.0930,-0.0824,0.4887,0.0322,4.1997,-3.6331,-0.3612,-0.7852,-0.1075,-0.1628,0.1968
4953,0.7396,0.8085,0.0167,-1.1522,-0.4541,0.1804,4.2110,-3.3050,0.0290,0.1015,0.0260,0.0526,0.0622
4954,-0.0576,-0.5054,-0.0329,0.1314,0.0913,-0.1031,4.0459,-3.3699,0.3654,-0.0941,0.0179,-0.1145,-0.1522
4955,0.9303,-0.0463,0.0522,-0.5804,0.6576,0.0928,1.9071,-5.5248,0.3232,-0.1256,0.0391,0.0283,-0.1430
4956,0.8819,-0.6664,-0.0133,-0.1956,1.0955,-0.0326,1.4199,-4.9218,-0.2272,0.0495,-0.0921,0.3006,-0.0128
4957,-0.7415,-0.2002,-0.0937,0.4727,-0.1630,-0.0317,4.4198,-2.1869,-0.2130,-0.0536,0.1525,-0.1762,-0.0550
4958,-0.2963,-0.3470,0.0034,0.7034,0.2208,-0.1699,3.6902,-1.9436,-0.2195,0.0533,-0.0265,-0.0016,-0.0588
4959,0.1711,0.6851,0.0161,-0.3308,-0.6521,0.1232,4.9371,-3.3842,-0.1479,0.2632,-0.0061,0.0462,-0.1375
4960,-0.1918,0.2668,-0.0900,0.1160,-0.4856,-0.2386,4.6664,-3.1733,-0.4401,0.5797,0.1551,-0.0503,0.0894
4961,0.5643,-0.6106,-0.0940,0.1996,0.9005,-0.0279,4.4238,-1.7743,0.1182,-0.0002,0.0781,-0.1215,0.0077
4962,-0.8104,-0.3828,0.0543,0.6722,-0.6116,0.0386,4.4460,-3.3407,-0.5351,-0.4351,0.0138,0.0530,0.1682
4963,0.9167,-0.9239,-0.0816,0.4026,0.8014,-0.0952,4.9504,-3.5220,0.0035,-0.0157,0.0681,-0.1315,0.0941
4964,-0.0888,0.0457,0.0650,-0.0603,-0.0553,0.0209,4.8553,-3.1917,0.0556,0.2660,-0.0061,0.0853,-0.0322
4965,0.6129,-0.5652,-0.0666,0.3314,0.7679,0.0058,2.0428,-1.7187,-0.1090,-0.8956,0.1308,-0.3947,0.0671
4966,0.9251,0.2947,0.0043,-0.5655,0.6029,0.0260,2.7484,-2.0049,-0.0361,0.0926,-0.0561,-0.2391,-0.2093
4967,-0.8345,-0.8569,0.0333,1.4243,-0.1735,-0.0278,1.9901,-2.0890,-0.0060,-0.1793,0.0561,0.6969,-0.0538
4968,0.5221,0.2320,-0.0416,-0.7231,-0.2656,-0.1589,2.6553,-1.7312,0.3605,0.1882,0.1653,-0.6233,-0.2792
4969,0.3301,0.8368,-0.0206,-0.5379,0.0258,0.1787,3.3002,-1.9730,0.3961,-0.1738,-0.0884,-0.2618,0.0640
4970,-0.3547,0.7657,0.0814,-0.9009,-0.7455,0.0450,3.7019,-1.7681,0.3078,-0.0210,-0.0398,-0.1908,-0.1137
4971,0.2704,-0.0976,0.0575,0.1107,0.2525,0.1483,4.5880,-2.1216,0.2892,-0.1776,0.0159,0.4202,-0.2079
4972,0.6256,0.0214,0.0318,-0.8138,1.3367,-0.1923,4.2226,-2.0925,-0.1870,0.1007,-0.1208,-0.0165,-0.1648
4973,0.4246,-0.0278,0.0988,-0.3397,0.4178,0.1766,5.0596,-2.3770,0.4659,-0.3175,0.1251,-0.3000,-0.0404
4974,-0.0224,0.0453,-0.0018,0.0490,-0.3186,0.1442,4.6797,-2.3986,0.1242,0.0595,0.0666,0.1930,-0.0201
4975,-0.8678,-0.3119,0.0153,0.9088,-0.5776,0.1190,4.1300,-2.5960,-0.2916,0.0149,-0.1063,-0.0412,0.1806
4976,-0.8360,-0.9899,-0.0958,0.7965,0.0454,0.1046,3.6829,-2.7831,0.1392,0.6243,-0.0788,0.3413,0.1011
4977,0.9381,0.9004,0.0751,-0.9563,-0.4386,-0.0226,4.0406,-2.4573,0.0075,-0.1492,0.1351,-0.1357,0.0385
4978,-0.8831,-0.6116,-0.0734,1.6807,0.4973,-0.0344,2.5050,-2.6268,-0.1067,0.4186,-0.0707,0.8398,-0.0950
4979,0.5536,0.4526,0.0718,-0.6242,-0.1459,0.0764,3.1677,-2.5764,-0.0495,0.0814,0.2163,-0.8841,-0.0520
4980,0.2156,0.0364,-0.0107,-0.3954,-0.0528,-0.1021,3.4042,-2.4263,0.3796,-0.3040,-0.2053,-0.1098,-0.1558
4981,0.8992,0.1147,-0.0617,-0.7837,0.6228,-0.3002,4.0831,-2.4355,-0.1590,0.0593,0.0162,0.1158,0.0492
4982,-0.2462,-0.6296,0.0851,0.7951,0.2196,0.1260,3.1339,-2.5845,0.1099,-0.0982,-0.1257,-0.2713,0.0113
4983,0.6336,0.3174,0.0382,-0.8595,-0.0308,-0.0925,4.3392,-2.4659,0.1285,0.3318,0.1536,-0.0919,-0.0248
4984,0.2947,-0.3563,-0.0721,0.5684,-0.1605,0.0702,3.7174,-2.6821,0.4144,0.1928,-0.0514,0.1329,-0.1327
4985,0.2374,0.2520,0.0628,-0.5355,-0.3280,0.1763,3.7121,-2.5561,0.3343,-0.0801,0.1678,0.2816,0.1570
4986,0.2362,-0.3699,-0.0136,0.0826,0.2892,-0.0795,4.3719,-2.5530,-0.0497,0.0051,-0.0889,-0.1889,-0.2121
4987,-0.6438,0.5518,-0.0388,0.2691,-0.6250,-0.0497,4.2546,-2.2733,-0.0275,-0.1848,-0.0378,0.3059,0.0107
4988,-0.1432,-0.1406,0.0370,0.3532,0.0692,-0.0337,3.1582,-2.3159,0.0104,0.3243,-0.0681,-0.2026,-0.0394
4989,0.1949,0.1697,0.0728,-0.0725,0.5225,0.0811,3.0029,-2.5867,0.2970,-0.4464,0.0279,0.2063,-0.1439
4990,0.9668,0.4518,-0.0497,-0.7925,0.8351,-0.0045,4.6162,-2.7306,0.2054,-0.5402,-0.2034,-0.0182,-0.1827
4991,0.0385,-0.3186,0.0426,0.0542,0.7156,-0.0879,5.0286,-2.7005,-0.2964,0.0982,-0.0793,-0.1692,-0.1087
4992,-0.9774,0.5332,0.0455,0.5354,-1.1755,-0.0143,3.1503,-2.6329,-0.5840,-0.2359,0.0849,-0.3434,-0.0247
4993,-0.8665,-0.5751,0.0205,0.7347,0.4774,-0.0561,3.4221,-2.8248,0.3198,-0.1352,0.0687,-0.0403,0.0396
4994,-0.1517,-0.2797,0.0148,0.3759,0.1219,0.0462,2.9406,-2.7387,-0.0690,-0.3439,-0.0135,-0.1963,0.1330
4995,-0.6195,-0.9733,0.0825,1.3573,-0.2957,0.1511,1.4440,-3.2291,0.6645,-0.1547,0.0556,0.2525,-0.0376
4996,0.9970,-0.4671,0.0701,-0.4404,1.5802,0.0728,3.6103,-3.5648,-0.4192,-0.2362,0.0699,0.0853,0.1140
4997,0.9595,-0.8182,-0.0289,-0.5856,1.5627,0.0731,4.4302,-3.5869,0.0062,0.0751,0.0268,0.0286,-0.0831
4998,-0.8432,-0.5863,0.0491,0.7474,0.3692,0.1498,4.7037,-4.0243,0.3890,0.1118,0.0235,0.0245,-0.1283
4999,0.7697,-0.4138,0.0923,-0.4332,0.6182,0.2000,4.3474,-5.0729,-0.1442,-0.3024,-0.1165,-0.2644,0.0070
5000,-0.3122,0.6614,-0.0370,0.8532,0.0395,0.0636,4.3919,3.3376,-0.0499,0.1045,0.0220,0.1237,-0.0252
5001,-0.2171,0.6188,-0.0689,1.0015,-0.0031,-0.2240,3.6094,3.6676,-0.0841,-0.1584,-0.0026,0.1930,-0.0594
5002,0.8900,0.2855,0.0527,-0.8449,-0.7157,0.0803,5.1243,3.5595,0.3656,0.1554,-0.0698,-0.2259,0.0282
5003,0.5358,0.2668,0.0854,-0.0398,-0.6830,-0.0309,3.3489,4.2522,0.0260,-0.1234,-0.0472,0.1052,-0.2455
5004,0.1384,-0.6426,-0.0614,-1.4747,-0.0062,-0.0895,3.2758,3.8458,0.1144,-0.1038,0.0544,0.4905,-0.0634
5005,0.9714,-0.3059,-0.0130,-0.8648,-0.5924,-0.0556,3.8803,3.8104,0.2468,0.1572,0.1076,0.1716,-0.0837
5006,-0.6579,0.4847,-0.0898,0.6255,-0.4719,-0.1099,3.9003,4.0139,0.5521,0.1722,-0.0748,-0.1263,0.0794
5007,0.0438,-0.7211,-0.0741,-0.8174,0.7146,-0.1919,3.5443,4.0528,0.0264,-0.3533,-0.1479,0.2527,-0.1214
5008,0.6995,-0.3261,0.0631,-0.3772,-0.3943,0.0130,4.3968,3.9176,-0.1127,-0.2623,0.0112,0.4282,0.0103
5009,-0.7616,-0.6221,0.0731,0.5272,1.4524,-0.0730,2.5286,3.9437,0.2337,-0.1890,0.0775,0.1707,0.0179
5010,-0.4967,-0.4311,0.0528,0.8623,0.2649,0.0674,2.4410,4.3757,0.3534,-0.1829,-0.0705,0.2087,-0.1481
5011,0.1856,-0.9218,-0.0399,0.1843,0.8900,-0.0382,4.7794,3.5186,0.4529,0.1496,-0.0515,0.1314,0.0600
5012,-0.9672,0.5403,-0.0794,0.8592,-0.3503,-0.1712,3.6593,3.6780,0.0938,-0.3413,-0.0934,0.7517,0.0303
5013,0.6147,0.5814,0.0160,-0.1628,-0.1671,0.0610,4.8250,3.8363,-0.3885,0.3911,0.0361,-0.2958,-0.1884
5014,-0.7002,0.4114,0.0556,1.0575,-0.4914,0.1469,4.4948,3.9269,-0.0251,-0.0649,-0.0465,-0.1614,0.0434
5015,0.1005,0.5545,0.0064,0.3113,-0.7636,-0.1170,4.2739,5.1087,-0.4654,0.0112,-0.0817,0.7457,-0.0823
5016,-0.7354,0.6464,0.0625,0.8851,-0.0889,0.2560,4.5831,4.9223,-0.2598,-0.3280,-0.0734,0.5552,0.0883
5017,-0.7611,0.9547,-0.0676,1.3826,-0.7015,-0.0630,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5018,0.4865,-0.8535,-0.0226,-0.9908,0.1199,-0.0974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5019,0.5867,-0.9304,-0.0165,-1.1863,0.4995,-0.1300,3.9908,5.1026,0.1227,0.3176,-0.0795,0.6538,-0.0097
5020,-0.2697,0.3325,0.0948,0.5772,0.3760,0.0372,4.3999,4.2331,-0.1369,-0.2807,0.0039,-0.1147,0.0396
5021,0.5812,0.5504,-0.0374,-0.5677,-0.2842,-0.0350,3.5486,5.1563,-0.1581,0.0273,-0.0105,-0.0847,-0.0606
5022,0.8035,0.6191,-0.0696,-0.9595,-0.7010,-0.0824,3.7062,4.7754,-0.6834,-0.0680,-0.0347,-0.0480,-0.1451
5023,0.3869,-0.5706,-0.0198,-0.6718,0.1352,-0.0861,4.2693,4.7279,-0.2032,-0.0026,0.1811,-0.1186,0.1784
5024,-0.2021,0.4520,-0.0376,0.0146,-0.0107,-0.0355,3.3368,4.8207,0.1824,0.5107,-0.0988,-0.1515,0.0321
5025,-0.6782,-0.2816,0.0675,0.6283,0.9594,0.0504,3.0307,4.9956,-0.3056,-0.0061,0.1583,-0.5743,-0.0022
5026,0.6690,0.5088,0.0115,-0.2077,-0.2653,0.0432,3.6752,4.9297,0.2528,0.1314,-0.0373,0.2536,0.0998
5027,0.7493,0.4950,0.0622,-0.9153,-0.8049,0.2874,3.8764,4.4392,0.5726,0.3151,0.0048,-0.3842,0.1320
5028,-0.2367,0.0489,0.0134,0.3386,0.4250,0.1317,2.9636,4.1633,0.1278,-0.1083,0.0177,0.3414,-0.0747
5029,-0.4417,0.2472,-0.0043,0.5013,0.5056,0.0062,3.3310,4.3483,0.2064,0.4012,-0.2210,-0.1369,-0.1749
5030,0.0036,0.9884,-0.0696,0.2128,-0.7891,-0.0472,3.5103,4.5672,-0.2825,0.7140,0.1715,0.2910,-0.1432
5031,-0.7746,-0.8547,-0.0039,0.3750,0.8382,0.0330,2.6723,4.6538,0.5995,0.9849,0.1221,-0.8431,0.0461
5032,-0.0978,-0.2945,-0.0213,0.2280,0.0776,0.0190,5.1569,3.7780,0.2832,-0.0287,-0.0785,-0.0617,0.0580
5033,-0.4533,-0.0088,-0.0169,-0.1612,0.5991,-0.1177,4.5724,3.7349,0.0215,0.4227,-0.1591,0.5041,0.1952
5034,0.6762,-0.5384,0.0645,-0.9015,-0.0265,0.0694,4.2332,3.5724,0.2711,0.6392,0.1420,-0.1231,-0.1031
5035,-0.2564,0.5602,0.0281,0.7243,0.3111,0.1091,4.5827,3.7143,-0.1442,0.1169,-0.0578,0.3319,-0.0983
5036,0.6168,0.1197,0.0275,-0.7848,-0.3031,-0.1668,4.8395,3.6482,0.4204,0.2154,0.1290,-0.1947,-0.0050
5037,0.5758,0.2204,0.0036,-0.2769,-0.2973,0.0621,3.1030,4.3583,0.2747,-0.4497,-0.0687,0.1158,-0.2107
5038,0.9267,0.0199,0.0092,-0.7034,-0.6803,-0.1296,3.0512,4.3703,0.2030,-0.2283,-0.1027,0.4866,-0.0235
5039,-0.7753,-0.0810,0.0328,0.4401,0.1089,-0.0929,2.8888,4.2490,0.0164,-0.1542,0.0280,0.2832,-0.0902
5040,0.2572,-0.0462,0.0539,0.0030,-0.7455,0.1692,3.8949,4.3355,-0.2054,-0.2409,0.0273,0.2328,-0.0462
5041,-0.9614,0.7982,0.0052,1.4017,-0.5562,-0.1850,4.5036,4.7343,-0.1472,-0.2101,-0.0360,-0.1105,0.0115
5042,-0.0296,0.7614,-0.0218,0.0917,-0.2240,-0.1300,4.7042,4.9641,-0.6417,0.0453,0.0054,0.4262,-0.1115
5043,-0.9362,0.1003,-0.0047,1.0423,0.1056,0.0494,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5044,-0.4787,-0.0666,-0.0794,0.2976,0.5271,-0.2508,4.8087,-0.7907,-0.5551,-0.2513,0.1193,-0.4067,-0.1336
5045,0.5058,-0.4793,-0.0131,-0.2218,0.7036,-0.0869,4.8166,-0.7389,-0.4138,0.1442,-0.0020,-0.3015,-0.1776
5046,0.9880,-0.0758,0.0076,-1.3027,0.2116,0.1928,3.5943,4.9619,-0.1184,0.2080,-0.0824,0.0015,0.1232
5047,-0.5121,-0.3173,0.0285,0.6333,0.5278,0.0568,4.6443,4.2440,0.0615,-0.2201,-0.0453,-0.1677,-0.2183
5048,-0.6585,-0.1917,0.0509,0.4209,0.1138,-0.0155,4.3487,4.3259,-0.6378,0.5426,0.0679,-0.0660,0.1176
5049,-0.4734,0.4529,0.0771,-0.0742,-0.5852,0.0693,5.4472,4.2135,0.4024,0.0390,0.2248,-0.4538,-0.0883
5050,0.5989,-0.0407,0.0109,-0.5567,-0.2757,-0.0215,3.7913,5.2161,0.0177,0.0686,-0.0137,-0.1781,0.1842
5051,-0.7691,-0.4709,-0.0590,0.6756,0.9533,-0.1024,4.1082,4.3701,-0.2138,-0.2587,0.0495,0.0370,0.0103
5052,0.6446,-0.5821,0.0061,-0.4706,1.1577,-0.0163,2.9632,4.3552,0.0174,-0.7327,-0.0544,0.0508,0.0388
5053,-0.8208,0.7149,0.0129,0.4554,-0.7041,0.2329,3.3333,4.0618,-0.7274,0.4308,0.0482,-0.1319,0.0157
5054,-0.9231,0.9395,-0.0694,1.5558,-0.6475,-0.0867,4.2224,4.8026,-0.0672,-0.1430,-0.0730,-0.0053,-0.1075
5055,-0.8485,0.8179,-0.0102,0.5916,-1.0105,-0.0649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5056,0.1063,0.5525,0.0369,0.2436,-0.0787,-0.0704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5057,-0.0549,0.6159,0.0646,-0.0169,-0.6102,0.2508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5058,-0.7383,-0.1609,0.0251,0.5833,-0.1130,0.0786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5059,-0.1235,0.2555,-0.0311,0.3933,-0.0776,-0.1338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5060,-0.2481,-0.4562,0.0868,0.2061,0.5577,0.1171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5061,-0.4791,0.1922,0.0655,0.8541,-0.9781,0.0815,4.2874,2.5318,-0.1718,-0.0717,-0.0614,-0.2047,-0.0675
5062,0.1124,0.0297,-0.0209,-0.3968,0.0603,0.0090,4.5145,2.5933,0.4300,0.2997,0.1033,-0.3067,0.1771
5063,-0.0164,-0.5149,0.0983,0.1007,0.6569,-0.0019,3.9968,2.4402,0.1004,0.0646,-0.2401,0.2920,-0.0946
5064,-0.7003,-0.6015,0.0618,0.5167,1.3913,0.1150,4.8624,2.2528,-0.1274,-0.1398,0.0468,-0.0320,-0.0056
5065,0.1139,-0.3507,-0.0360,-0.3367,0.1507,0.0337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5066,0.5071,0.8060,0.0131,0.5751,-0.8961,-0.1442,3.8033,2.2539,0.1925,-0.2037,0.0068,-0.1667,0.0524
5067,0.9336,0.1207,-0.0229,-0.7139,-0.7762,0.0739,4.7939,2.4496,-0.0419,0.0603,-0.0396,-0.4199,-0.0265
5068,-0.5257,0.8750,0.0594,1.2631,-0.6423,0.1506,3.1410,2.6332,-0.6350,-0.3063,0.0050,-0.1710,-0.0326
5069,-0.3500,0.2611,0.0082,0.1997,0.3367,0.2204,3.3380,2.0201,0.1499,-0.1092,-0.0730,-0.4266,0.0038
5070,-0.2228,0.2753,-0.0353,0.1526,0.3342,-0.2089,2.8950,2.2192,0.2453,0.1487,-0.0758,-0.4259,-0.0680
5071,-0.7190,0.7591,0.0337,0.8522,-0.1417,0.0011,1.8577,2.1159,-0.0445,-0.2774,-0.0796,0.0153,-0.1967
5072,-0.2956,0.3897,-0.0801,0.7101,-1.1269,0.1476,1.0367,2.6440,0.1241,-0.2617,-0.2361,-0.4117,0.1948
5073,-0.6444,0.9561,-0.0350,1.3017,-0.3181,-0.1093,0.9837,3.9817,0.0962,0.2417,-0.0794,-0.8059,-0.0061
5074,-0.4384,0.7456,0.0722,0.8127,-0.0165,0.1981,1.3590,4.6111,0.2813,0.5048,0.0124,-0.1354,-0.0331
5075,0.6030,-0.4166,0.0867,-0.8761,-0.3326,0.0836,1.0321,3.6925,-0.0487,-0.3610,0.2539,0.0195,0.1506
5076,0.3243,0.0840,-0.0905,-0.3645,-0.2529,-0.0335,1.1090,3.3974,0.0415,0.4191,0.0860,-0.0588,-0.0839
5077,-0.4878,0.4504,-0.0042,0.4198,0.3863,0.1091,0.9250,3.7169,-0.2965,0.0013,-0.0033,-0.0367,0.0212
5078,-0.3016,0.9839,-0.0645,1.4944,-0.3779,-0.0584,1.5814,4.5513,0.2283,-0.4994,-0.0024,-0.3221,0.0392
5079,0.6443,0.3851,-0.0596,-0.4664,-1.0298,-0.0988,2.7910,4.1353,-0.3476,0.3978,0.0423,-0.0412,-0.0057
5080,-0.0057,-0.4344,0.0048,-0.6694,0.1421,0.1994,2.1241,3.6951,0.2190,0.0632,0.0478,-0.2201,0.0011
5081,0.5578,-0.7325,0.0248,-1.1770,-0.2022,0.0066,1.9518,3.1324,0.1782,0.2399,-0.0635,-0.2813,-0.0530
5082,-0.6418,-0.1788,0.0702,0.0218,0.7447,-0.0503,2.1430,3.2573,-0.2653,-0.1269,-0.2258,-0.0138,0.0226
5083,-0.3116,0.7129,0.0516,0.6287,-0.3139,0.0788,1.8845,3.4332,0.0543,0.4638,-0.0897,-0.1821,0.0499
5084,0.7721,-0.2312,-0.0726,-0.5500,-0.8349,0.0389,2.9716,3.4290,0.1422,-0.0085,-0.0644,-0.2654,0.2393
5085,-0.1161,0.3195,-0.0344,0.3675,-0.1043,0.1217,3.0959,3.1910,-0.0084,-0.0903,0.0316,-0.3233,0.0929
5086,-0.6310,0.8975,-0.0625,1.6607,0.9186,0.0103,2.5734,3.9483,0.6117,0.2296,-0.0539,0.3782,0.0536
5087,0.7545,0.3849,0.0848,0.6308,-1.0480,0.0285,3.3597,4.1308,-0.5225,0.0957,0.0466,-0.4041,-0.1971
